household_id,button_id,concept,num_modeling_events,num_spont_button_press
5174,16302,PERSON-OTHER,7,11
5174,16303,OTHER,1,11
5174,16373,LOOK,1,5
5174,16536,TEMPERATURE-COLD,2,3
5174,16597,SWIM,4,1
5174,16607,TEMPERATURE-HOT,3,8
5174,17631,OTHER,1,1
5174,18429,ANIMAL-DOG,2,0
5174,18492,OTHER,4,0
5174,20771,OTHER,1,1
5448,16062,PLAY-ALL,48,69
5448,16063,TREAT-ICE,3,45
5448,16064,WATER,43,12
5448,16065,FOOD,13,22
5448,16066,GO OUTSIDE,15,27
5448,16067,PERSON-PARENT,5,3
5448,16069,LOVE YOU,18,57
5448,16070,PERSON-PARENT,21,15
5448,16071,OWN NAME,26,3
5448,16072,OUTDOOR LOCATION-BACK YARD,13,18
5448,16073,PLACE-PARK,11,11
5448,16074,PERSON-RELATIVE,1,3
5448,16075,YES,18,13
5448,16076,NO,16,14
5448,16077,ALL DONE,40,24
5448,16078,MORE,20,27
5448,16079,HELP,23,53
5448,16325,PERSON-NEIGHBOR,5,12
5448,16326,OTHER,25,35
5448,16488,SAD,2,27
5448,16489,MAD,2,16
5448,16491,HAPPY,4,10
5448,16760,OTHER,4,1
5448,16761,WANT,3,1
5448,16762,INTERROGATIVE/QUESTION,2,2
5448,16763,FIND,1,1
5448,NA,NA,4,0
5594,18597,PLAY-ALL,36,35
5594,18598,TOY-BALL,29,40
5594,18599,ALL DONE,51,8
5594,18600,GO OUTSIDE,41,50
5594,18601,TREAT-ALL,26,29
5594,18602,TOY-OTHER,29,21
5594,18603,WATER,4,2
5594,18737,SCRITCHES,12,7
5594,NA,NA,19,12
5642,16658,PERSON-PARENT,92,6
5642,16659,PERSON-PARENT,29,1
5642,16660,PERSON-PARENT,38,1
5642,16661,OUTDOOR LOCATION-BACK YARD,65,18
5642,16662,OTHER,19,34
5642,16663,PLAY-ALL,59,339
5642,16664,WALK,11,3
5642,16665,WANT,83,16
5642,16666,SCRITCHES,14,16
5642,16667,SETTLE,33,6
5642,16668,OTHER,9,8
5642,16669,BYE,36,9
5642,16670,TREAT-ICE,5,12
5642,16671,HELP,28,7
5642,16672,PLAY-TUG,23,83
5642,16673,TOY-BONE,23,69
5642,16674,OUTDOOR LOCATION-PORCH,16,10
5642,16675,NOW,110,50
5642,16676,LATER,45,16
5642,16677,TOY-BALL,19,15
5642,16678,FOOD,30,6
5642,16679,TOY-OTHER,6,13
5642,16680,TOY-STUFFED ANIMAL,16,6
5642,16681,LET'S GO,37,5
5642,16729,OTHER,40,19
5642,16742,OTHER,10,5
5642,16790,INDOOR LOCATION-UPSTAIRS,25,2
5642,16794,OWN NAME,64,3
5642,16805,OTHER,14,2
5642,17250,ALL DONE,15,1
5642,18294,PLACE-PARK,7,5
5642,19184,INTERROGATIVE/QUESTION,5,14
5680,15764,FOOD,21,1084
5680,15765,HUG,2,142
5680,15766,PERSON-PARENT,23,310
5680,15768,GO OUTSIDE,29,371
5680,15769,PLAY-ALL,23,284
5680,15770,BEGIN TRAINING SESSION,8,115
5680,15771,PERSON-ROOMMATE,19,281
5680,15901,HELP,14,126
5680,15902,ALL DONE,26,54
5680,15903,BYE,35,65
5680,15904,OWN NAME,56,81
5680,15905,ANIMAL-DOG,35,28
5680,16445,WANT,18,393
5680,16446,PLAY-HIDE & SEEK,11,95
5680,16447,PERSON-RELATIVE,12,110
5680,16448,TREAT-ALL,7,198
5680,16721,ANIMAL-DOG,10,145
5680,16722,PERSON-FRIEND,8,34
5680,19547,OTHER,16,115
5680,19548,COME,5,146
5680,19549,WALK,3,55
5680,21126,TOY-PUZZLE,9,392
5680,21542,TOY-OTHER,4,62
5680,22227,OTHER,7,20
5680,22228,SCRITCHES,1,41
5680,22229,GO TO BED,2,15
5680,22230,OTHER,5,11
5680,NA,NA,34,21
7441,23667,PLAY-ALL,50,76
7441,23668,OUTDOOR LOCATION-BACK YARD,56,232
7441,23669,ALL DONE,21,5
7441,23670,WATER,7,9
7441,23671,FOOD,15,24
7441,23672,NOW,55,22
7441,23673,LATER,21,29
7441,23772,OWN NAME,5,43
7441,23905,YES,18,40
7441,23906,NO,3,15
7441,24901,PERSON-PARENT,7,115
7441,25088,ANIMAL-DOG,2,34
7441,25443,SCRITCHES,7,49
7441,25445,PLAY-TUG,17,82
7441,25565,TOY-OTHER,2,3
7441,25666,HELP,3,1
7441,25752,ANIMAL-CAT,5,8
7441,25851,CUDDLE,2,2
7679,23222,PLAY-ALL,208,109
7679,23223,ALL DONE,96,13
7679,23224,OUTDOOR LOCATION-OTHER,241,7
7679,23225,HAPPY,6,28
7679,23226,LOVE YOU,65,66
7679,23227,TOY-STUFFED ANIMAL,43,72
7679,23745,BYE,60,35
7679,23746,WALK,119,88
7679,23747,LATER,56,20
7679,24477,PERSON-PARENT,24,32
7679,24478,PERSON-PARENT,119,37
7679,24479,HOME,16,16
7679,24612,POTTY,25,9
7679,24867,COME,11,4
7679,25213,TOY-OTHER,39,5
7679,25233,ANIMAL-FRIEND,39,6
